1,6.5
2,7.7
3,6.6
4,7.6
5,5.1
6,5.1
7,7.7
8,7.6
9,6.9
10,7.4
11,7.4
12,5.6
13,6.5
14,5.6
15,5.6
16,4.6
17,7.7
18,4.8
19,5.7
20,7.4
21,7.8
22,7.4
23,4.3
24,5.1
25,7.5
26,7.5
27,6.8
28,7.7
29,7.9
30,8
31,7
32,5.5
33,5.9
34,7.1
35,7.4
36,6.2
37,6
38,7.3
39,6.7
40,6
41,7.6
42,7.4
43,7.6
44,5.7
45,7.2
46,7.5
47,7.3
48,6.3
49,5
50,7.7
51,7.3
52,7.1
53,7.6
54,7.9
55,7.5
56,4.7
57,7.4
58,7.5
59,7.3
60,5.5
61,5.6
62,5
63,6.4
64,6.2
65,5.6
66,7.7
67,6.3
68,6.7
69,6.2
70,5.8
71,5.9
72,6.3
73,5.8
74,5.4
75,5.4
76,5.9
77,6
78,4.9
79,5.5
80,6.6
81,5.3
82,5.6
83,5.4
84,6.1
85,5.5
86,5
87,5.1
88,4.5
89,5
90,6.2
91,5.4
92,4.1
93,6.3
94,5.8
95,4.9
96,5
97,5.6
98,3.7
99,5.2
100,5.9
101,5.1
102,4
103,7.4
104,4.7
105,4.4
106,5.5
107,5.2
108,5.4
109,4.7
110,6.6
111,4.8
112,4.3
113,5
114,6
115,5.2
116,4.5
117,6.2
118,6
119,6
120,5.1
121,4.9
122,5.2
123,4.8
124,7.4
125,4.3
126,4
127,4.5
128,5.3
129,7.3
130,7.3
131,6.8
132,7.2
133,7.6
134,6.6
135,6
136,6.4
137,7
138,7.2
139,7.1
140,6.5
141,6.9
142,6.8
143,6.3
144,7
145,6.6
146,7.4
147,7
148,6.6
149,6.3
150,6.6
151,7.4
152,7.6
153,7.5
154,7.2
155,7.3
156,7
157,7.6
158,7.5
159,7.7
160,7.7
161,7
162,7.3
163,7.5
164,7.1
165,6.2
166,6.8
167,5.7
168,6.4
169,6.6
170,6.4
171,6.2
172,7.5
173,7.5
174,7.4
175,7.5
176,7.5
177,7.4
178,7.7
179,7.3
180,7
181,7.8
182,7
183,7.2
184,7.4
185,7
186,6.5
187,7.6
188,7.9
189,5
190,6.3
191,7.4
192,7
193,7.5
194,7.6
195,7.4
196,5.8
197,6.1
198,7
199,7.5
200,7.1
201,6.4
202,7.5
203,7.4
204,7.5
205,7
206,7.7
207,7.8
208,7.1
209,6.1
210,7.3
211,7.4
212,8
213,7.6
214,7.6
215,6.4
216,5.9
217,5.6
218,5.6
219,5.6
220,6.3
221,7.6
222,6.4
223,7.5
224,7.6
225,4.7
226,5.2
227,7.2
228,6.4
229,5.9
230,9.8
231,5.2
232,5.4
233,6.3
234,5
235,5.1
236,5
237,5.5
238,7.1
239,6
240,6.5
241,6.1
242,7.8
243,7.4
244,7
245,7.7
246,7.8
247,8.1
248,8.1
249,7.8
250,7.3
251,7.2
252,7
253,7.9
254,7.9
255,5.9
256,7.1
257,8.4
258,5.5
259,6.3
260,7
261,7.3
262,5.7
263,6.6
264,7
265,6.8
266,7.7
267,6.4
268,6.6
269,7.8
270,7.9
271,8
272,6.7
273,7.5
274,7.1
275,7
276,6.9
277,7.9
278,7.9
279,7.9
280,7.7
281,6
282,7
283,6.5
284,5.5
285,5.2
286,6.8
287,6.2
288,7
289,6.6
290,6.7
291,5.8
292,4.1
293,6.2
294,5.9
295,6
296,5
297,6.4
298,5.2
299,5
300,5.5
301,7.4
302,4.8
303,5.8
304,6
305,5.2
306,7.3
307,7
308,5.6
309,5
310,5.7
311,5.4
312,5.8
313,6.4
314,4.6
315,7
316,4.6
317,6.9
318,4.3
319,6
320,6.9
321,6.7
322,5.9
323,4.8
324,6
325,5.6
326,5.3
327,5.3
328,5.6
329,5.9
330,6.2
331,7
332,6.8
333,7
334,5.2
335,6.2
336,5.8
337,7
338,8
339,6.6
340,5.9
341,6.8
342,7.4
343,5.5
344,5.5
345,5.5
346,6.3
347,6.1
348,7.9
349,5.4
350,7.5
351,6.1
352,6.3
353,6.2
354,6
355,6.2
356,4.3
357,6.2
358,5
359,5.1
360,6
361,6
362,6.2
363,6.3
364,6.6
365,6.1
366,6.1
367,6.2
368,6
369,4.1
370,6.1
371,6.1
372,6.7
373,6
374,6.4
375,5
376,6.2
377,7.5
378,6.1
379,4.8
380,7.6
381,7.2
382,4.8
383,5
384,5.4
385,6.7
386,5.8
387,7.6
388,6
389,4.9
390,5.5
391,5
392,7.7
393,4.7
394,5.8
395,7.7
396,6.7
397,7.8
398,7.7
399,7.8
400,7.7
401,7.7
402,7.9
403,8.4
404,6.4
405,7
406,7.7
407,7.7
408,8.5
409,8.9
410,8.1
411,7.9
412,7.7
413,7.9
414,7.9
415,7.7
416,7.8
417,7.7
418,7.9
419,7.8
420,8.1
421,7.7
422,7.6
423,7.2
424,7.7
425,7.3
426,7.7
427,7.7
428,7.6
429,7.8
430,7.6
431,5.6
432,4.8
433,5.5
434,5.3
435,5.1
436,4.9
437,7.5
438,7.5
439,5.7
440,6.1
441,7.5
442,5.8
443,7.6
444,5.5
445,4.5
446,5.2
447,5.3
448,5.5
449,5.7
450,5.8
451,6.1
452,7.8
453,7.9
454,7.9
455,5.8
456,7.7
457,7.7
458,7.7
459,7.8
460,7.7
461,7.7
462,7.3
463,7.2
464,5.6
465,7.5
466,7.9
467,7.8
468,6.5
469,6.9
470,7.5
471,5
472,6.5
473,7.4
474,7.7
475,7.5
476,7.4
477,7.6
478,7.7
479,7.8
480,7.8
481,7.7
482,5.9
483,7.5
484,7.8
485,7.7
486,7.5
487,7.9
488,7.8
489,7.7
490,7.6
491,7.6
492,7.5
493,8.3
494,7.4
495,7.8
496,7.9
497,8.1
498,7.7
499,7.9
500,7.7
501,7.9
502,7.6
503,7.7
504,8
505,7.9
506,7.8
507,7.6
508,7.9
509,7.7
510,7.8
511,7.8
