1,0.13
2,0.15
3,0.07
4,0.29
5,0.01
6,0.53
7,0.32
8,0.26
9,0.26
10,0.11
11,0.25
12,0.07
13,0.11
14,0.08
15,0.07
16,0.04
17,0.14
18,0.05
19,0.09
20,0.33
21,0.16
22,0.28
23,0.27
24,0.03
25,0.43
26,0.2
27,0.26
28,0.3
29,0.24
30,0.3
31,0.15
32,0.03
33,0.12
34,0.12
35,0.3
36,0.18
37,0.09
38,0.24
39,0.21
40,0.13
41,0.21
42,0.24
43,0.18
44,0.05
45,0.2
46,0.19
47,0.18
48,0.23
49,0.04
50,0.17
51,0.2
52,0.19
53,0.23
54,0.16
55,0.18
56,0.04
57,0.37
58,0.18
59,0.43
60,0.1
61,0.11
62,0.2
63,0.08
64,0.1
65,0.02
66,0.35
67,0.06
68,0.19
69,0.25
70,0.04
71,0.06
72,0.04
73,0.03
74,0.08
75,0.06
76,0.11
77,0.02
78,0.04
79,0.05
80,0.1
81,0.08
82,0.09
83,0.04
84,0.08
85,0.07
86,0.03
87,0.16
88,0.04
89,0.04
90,0.11
91,0.09
92,0.02
93,0.05
94,0.03
95,0.04
96,0.04
97,0.06
98,0.08
99,0.03
100,0.06
101,0.03
102,0.03
103,0.16
104,0.08
105,0.05
106,0.04
107,0.08
108,0.03
109,0.04
110,0.12
111,0.02
112,0.01
113,0.03
114,0.11
115,0.03
116,0.03
117,0.08
118,0.07
119,0.07
120,0.07
121,0.06
122,0.03
123,0.04
124,0.16
125,0.02
126,0.03
127,0.03
128,0.06
129,0.21
130,0.21
131,0.11
132,0.22
133,0.16
134,0.19
135,0.06
136,0.14
137,0.15
138,0.23
139,0.15
140,0.1
141,0.07
142,0.15
143,0.14
144,0.21
145,0.17
146,0.18
147,0.2
148,0.15
149,0.08
150,0.12
151,0.19
152,0.14
153,0.14
154,0.25
155,0.64
156,0.08
157,0.2
158,0.21
159,0.19
160,0.12
161,0.14
162,0.16
163,0.16
164,0.21
165,0.09
166,0.27
167,0.04
168,0.12
169,0.11
170,0.11
171,0.09
172,0.39
173,0.26
174,0.23
175,0.15
176,0.13
177,0.26
178,0.17
179,0.17
180,0.63
181,0.13
182,0.36
183,0.12
184,0.11
185,0.11
186,0.15
187,0.17
188,0.52
189,0.07
190,0.07
191,0.13
192,0.19
193,0.35
194,0.48
195,0.15
196,0.05
197,0.07
198,0.1
199,0.24
200,0.27
201,0.09
202,0.33
203,0.14
204,0.11
205,0.08
206,0.15
207,0.38
208,0.16
209,0.17
210,0.24
211,0.15
212,0.25
213,0.16
214,0.31
215,0.11
216,0.05
217,0.04
218,0.09
219,0.07
220,0.06
221,0.2
222,0.04
223,0.1
224,0.26
225,0.09
226,0.23
227,0.13
228,0.06
229,0.09
230,0.68
231,0.12
232,0.05
233,0.07
234,0.03
235,0.11
236,0.03
237,0.06
238,0.08
239,0.14
240,0.1
241,0.24
242,0.19
243,0.23
244,2.81
245,0.17
246,0.16
247,0.72
248,0.29
249,0.7
250,0.13
251,0.09
252,1.98
253,0.13
254,0.16
255,0.04
256,0.21
257,0.12
258,0.1
259,0.59
260,0.05
261,0.11
262,0.09
263,0.09
264,0.11
265,0.22
266,0.1
267,0.09
268,0.17
269,0.15
270,0.31
271,0.21
272,0.07
273,0.43
274,0.35
275,0.2
276,0.21
277,0.16
278,0.15
279,0.06
280,0.15
281,1.99
282,0.06
283,0.12
284,0.06
285,0.06
286,0.19
287,0.16
288,0.12
289,0.14
290,0.21
291,0.14
292,0.09
293,0.14
294,0.51
295,0.17
296,0.07
297,0.05
298,0.05
299,0.15
300,0.11
301,1.19
302,0.06
303,0.02
304,0.13
305,0.06
306,0.07
307,0.09
308,0.06
309,0.11
310,0.08
311,0.05
312,0.03
313,0.03
314,0.1
315,0.13
316,0.06
317,0.29
318,0.07
319,0.05
320,0.16
321,0.29
322,0.07
323,0.04
324,0.1
325,0.03
326,0.06
327,0.11
328,0.09
329,0.02
330,0.09
331,0.08
332,0.06
333,0.07
334,0.02
335,0.14
336,0.12
337,0.03
338,4.93
339,0.09
340,0.05
341,0.08
342,0.26
343,0.03
344,0.14
345,0.02
346,0.07
347,0.11
348,0.2
349,0.06
350,0.16
351,0.13
352,0.21
353,0.09
354,0.22
355,0.16
356,0.32
357,0.06
358,0.09
359,0.1
360,0.14
361,0.07
362,0.1
363,0.09
364,0.09
365,0.09
366,0.08
367,0.09
368,0.1
369,0.1
370,0.09
371,0.15
372,0.16
373,0.04
374,0.08
375,0.03
376,0.15
377,0.13
378,0.03
379,0.02
380,0.16
381,0.14
382,0.04
383,0.02
384,0.05
385,0.08
386,0.02
387,0.09
388,0.07
389,0.08
390,0.04
391,0.02
392,0.14
393,0.04
394,0.03
395,0.05
396,0.15
397,0.16
398,0.16
399,0.17
400,0.11
401,0.17
402,0.2
403,0.19
404,0.06
405,0.15
406,0.15
407,0.12
408,0.22
409,0.23
410,0.16
411,0.13
412,0.14
413,0.13
414,0.11
415,0.12
416,0.11
417,0.13
418,0.23
419,0.41
420,0.26
421,0.1
422,0.13
423,0.17
424,0.16
425,0.14
426,0.15
427,0.11
428,0.07
429,0.18
430,0.1
431,0.03
432,0.01
433,0.05
434,0.01
435,0.02
436,0.04
437,0.13
438,0.18
439,0.1
440,0.03
441,0.14
442,0.05
443,0.12
444,0.02
445,0.03
446,0.02
447,0.03
448,0.03
449,0.03
450,0.04
451,0.04
452,0.09
453,0.1
454,0.12
455,0.15
456,0.16
457,0.15
458,0.16
459,0.14
460,0.18
461,0.14
462,0.19
463,0.09
464,0.07
465,0.15
466,0.14
467,0.2
468,0.04
469,0.05
470,0.2
471,0.02
472,0.06
473,0.06
474,0.12
475,0.11
476,0.13
477,0.43
478,0.25
479,0.15
480,0.16
481,0.15
482,0.03
483,0.09
484,0.17
485,0.15
486,0.16
487,0.16
488,0.14
489,0.14
490,0.19
491,0.18
492,0.15
493,0.1
494,1.06
495,0.21
496,2.29
497,0.31
498,0.23
499,0.2
500,0.94
501,0.22
502,0.2
503,0.15
504,0.18
505,0.14
506,0.17
507,0.44
508,2.01
509,1.54
510,0.36
511,0.22
512,0.78
513,0.29
514,0.59
515,0.16
516,0.14
517,0.18
518,0.14
519,0.18
520,0.17
521,0.18
522,1.97
523,3.32
524,0.3
525,0.33
526,0.15
527,0.2
528,0.21
529,0.68
530,0.19
531,0.17
532,0.14
533,0.34
534,0.14
535,0.18
536,0.14
537,0.13
538,0.17
539,0.09
540,0.13
541,0.14
542,0.18
543,0.26
544,0.18
545,0.16
546,0.25
547,2.12
548,2.17
549,0.32
550,0.19
551,0.15
552,0.1
553,0.14
554,0.23
555,0.11
556,0.12
557,0.17
558,0.14
559,0.14
560,0.14
561,0.58
562,0.15
563,0.12
564,0.13
565,0.2
566,0.19
567,0.16
568,0.16
569,0.23
570,0.21
571,0.13
572,0.15
573,0.08
574,0.22
575,0.36
576,0.03
577,0.14
578,0.11
579,0.24
580,0.18
581,0.1
582,0.13
583,0.09
584,0.16
585,0.1
586,0.13
587,0.09
588,0.04
589,0.05
590,0.06
591,0.09
592,0.1
593,0.08
594,0.16
595,0.17
596,0.07
597,0.15
598,4.9
599,7.4
600,2.12
601,0.2
602,0.05
603,0.14
604,0.03
605,0.11
606,0.15
607,0.19
608,0.16
609,0.05
610,0.07
611,0.06
612,0.21
613,0.06
614,0.09
615,0.14
616,0.31
617,0.15
618,0.77
619,0.31
620,0.04
621,0.09
