1,0.426058024
2,0.633497
3,0.627744913
4,0.613944292
5,0.579562247
6,0.756881654
7,1.273793817
8,0.852141201
9,0.789101541
10,0.789101541
11,0.596895099
12,0.408421397
13,0.494989336
14,0.388311028
15,0.397093505
16,0.755917072
17,0.819992065
18,0.60122782
19,0.522288322
20,0.689254761
21,0.689253867
22,0.528461397
23,0.56153059
24,0.521994472
25,0.657729268
26,0.657902956
27,0.326001048
28,0.467581362
29,0.489961177
30,0.379804552
31,0.380256891
32,0.37647298
33,0.407522649
34,0.418475509
35,0.423432529
36,0.398956418
37,0.391706526
38,0.391707242
39,0.941638529
40,0.946024299
41,1.008369327
42,1.008369207
43,0.606441438
44,0.606441438
45,0.620427907
46,0.513407052
47,0.480019718
48,0.424514383
49,0.517738342
50,0.467253417
51,0.840158343
52,0.471613109
53,0.41080457
54,0.653184175
55,0.729815364
56,0.729815483
57,0.458615035
58,0.868248403
59,0.684671462
60,0.629134417
61,0.6134547
62,0.487564057
63,0.652194142
64,0.652194142
65,1.084924698
66,0.394253492
67,0.481312156
68,0.655897856
69,0.430897504
70,0.296864718
71,0.234895974
72,0.246986285
73,0.246902987
74,0.345997423
75,0.282899886
76,0.229607537
77,0.418376446
78,0.418376446
79,0.400458187
80,0.40969792
81,0.40969792
82,0.245826483
83,0.217546239
84,0.594703078
85,0.437252939
86,0.53690654
87,0.458310246
88,0.313991308
89,0.30572167
90,0.300852984
91,0.318538278
92,0.19894959
93,0.214437589
94,0.268383682
95,0.404862344
96,0.321371228
97,0.283900708
98,0.287999153
99,0.214340091
100,0.214293852
101,0.364785522
102,0.387043267
103,0.184320793
104,0.180525079
105,0.172560081
106,0.235659391
107,0.213128656
108,0.322871447
109,0.322872847
110,0.320455015
111,0.310116768
112,0.370977163
113,0.339645624
114,0.46505484
115,0.464963436
116,0.450243175
117,0.364456773
118,0.427475005
119,0.338793933
120,0.33889389
121,0.338923782
122,0.32649526
123,0.20714508
124,0.206912413
125,0.20888716
126,0.169703394
127,0.30136475
128,0.36661756
129,0.366397828
130,0.369673908
131,0.478061169
132,0.566884637
133,0.571232378
134,0.548810363
135,0.561124861
136,0.561125398
137,0.561125398
138,0.53573519
139,0.535783172
140,0.244376644
141,0.174407542
142,0.172140881
143,0.297430992
144,0.180318728
145,0.186217695
146,0.473040372
147,0.473090678
148,0.476949334
149,0.29497087
150,0.401568353
151,0.208684444
152,0.29496032
153,0.29496032
154,0.634171903
155,0.634069562
156,0.29350704
157,0.294677556
158,0.294678211
159,0.298893094
160,0.259602338
161,0.223897666
162,0.237281799
163,0.242551923
164,0.382950515
165,0.28092128
166,0.519509912
167,0.266074866
168,0.273276091
169,1.546698213
170,1.489983559
171,1.489619255
172,0.741847515
173,0.755075753
174,0.719156981
175,2.181275368
176,2.128424406
177,0.763787746
178,2.068550587
179,1.207651615
180,3.248364687
181,3.223590136
182,1.571793914
183,1.738969684
184,2.440037966
185,2.440041304
186,3.024470568
187,3.027465343
188,3.188393354
189,1.20021522
190,1.247343659
191,1.238417387
192,1.245936751
193,0.681344688
194,0.694124877
195,1.551627755
196,1.555917144
197,1.833894253
198,1.797899127
199,4.455548286
200,4.377322674
201,4.383189201
202,2.864987135
203,2.290356398
204,1.897081017
205,1.18534255
206,0.937209189
207,0.859483659
208,1.281625509
209,1.294325352
210,1.489235997
211,1.138566017
212,0.965841353
213,1.023110271
214,2.429284334
215,1.965604067
216,1.019292712
217,1.080127358
218,1.074135423
219,1.084559798
220,0.62859273
221,0.602832913
222,0.602832258
223,0.597957909
224,0.591755092
225,4.88252306
226,4.744935036
227,6.510300159
228,6.487365723
229,5.601107597
230,5.13130188
231,3.939428091
232,3.957184792
233,4.732584
234,4.100230694
235,4.332963467
236,3.770334721
237,9.570798874
238,6.344287395
239,4.602809906
240,4.336669445
241,13.96906757
242,5.011525154
243,5.007139683
244,7.534896851
245,3.382880926
246,3.168965101
247,5.522315025
248,2.559071779
249,1.298786044
250,1.12081778
251,2.39265132
252,2.389442921
253,2.175630331
254,1.555185795
255,1.432561398
256,1.362929583
257,7.108468056
258,6.364714622
259,6.364714146
260,4.227705479
261,2.016085148
262,1.616063476
263,0.575009763
264,0.562230408
265,0.5486691
266,0.41178298
267,0.300674409
268,0.309364229
269,0.357130051
270,0.691405892
271,1.919063926
272,1.91906321
273,1.861285806
274,1.705828428
275,0.47229901
276,0.424884409
277,0.423861772
278,0.339734197
279,0.441855818
280,0.849191904
281,0.445272148
282,0.379708916
283,0.286347657
284,0.463521302
285,0.783959746
286,0.735101223
287,0.449214756
288,0.581508517
289,3.373352289
290,1.645820737
291,1.946053028
292,1.602682948
293,2.992028475
294,1.248137474
295,0.949696958
296,5.596191406
297,2.311065912
298,2.596745729
299,1.924273133
