1	-0.532880783
2	-2.075311661
3	-1.730873108
4	-1.572181702
5	-0.160074234
6	0.20561409
7	0.461956024
8	0.203363419
9	-0.626832962
10	-0.845148087
11	-0.328655243
12	-0.729072571
13	-1.45442009
14	-2.164747238
15	-1.703771591
16	-1.052858353
17	-0.113779068
18	-0.68819809
19	-1.409656525
20	-0.672657013
21	-0.477039337
22	0.064329147
23	-0.218551636
24	-0.083740234
25	-0.071584702
26	-0.061855316
27	-0.000593185
28	-0.049575806
29	-0.368686676
30	-0.706935883
31	-0.704584122
32	-0.613515854
33	-1.108558655
34	-0.461631775
35	-0.689687729
36	-0.373210907
37	-0.550840378
38	-0.482391357
39	-0.011037827
40	0.009325027
41	0.2786026
42	0.540330887
43	1.659200668
44	0.960992813
45	0.343338013
46	0.461666107
47	0.340694427
48	0.883871078
49	-0.232595444
50	0.134973526
51	-0.449863434
52	0.275587082
53	0.665689468
54	-0.971027374
55	-0.795160294
56	-0.345039368
57	-7.63E-05
58	0.728471756
59	0.051956177
60	0.897649765
61	0.157453537
62	0.121997833
63	-0.324369431
64	-0.470500946
65	-0.878705978
66	-0.617601395
67	-0.41091156
68	-0.925712585
69	-1.533779144
70	-0.452486038
71	-0.231092453
72	-1.081226349
73	-0.771326065
74	-0.889957428
75	-1.007125854
76	-1.309455872
77	-1.63586998
78	-1.218994141
79	-0.794878006
80	-0.715288162
81	-0.704401016
82	-0.994077682
83	-0.508869171
84	-0.604949951
85	-0.554273605
86	-0.66163063
87	-0.61825943
88	-0.456071854
89	-0.482265472
90	-0.788108826
91	-0.642463684
92	-0.113531113
93	0.641458511
94	0.478900909
95	0.456342697
96	-0.199005127
97	0.300479889
98	0.360235214
99	1.053554535
100	1.578155518
101	-0.124025345
102	-0.290740967
103	-0.0098629
104	0.671300888
105	-0.475736618
106	-0.205310822
107	-0.31373024
108	-1.030752182
109	-1.714361191
110	-0.698667526
111	-0.09661293
112	-0.152353287
113	0.104597092
114	-0.343717575
115	-0.291513443
116	0.63378334
117	0.661296844
118	-0.46188736
119	-0.61091423
120	-0.352859497
121	-1.528064728
122	-1.009628296
123	-0.97394371
124	-0.859800339
125	-0.489898682
126	0.305757523
127	0.228590012
128	-0.400884628
129	0.005559921
130	-0.037569046
131	0.006549835
132	0.127565384
133	0.807027817
134	0.154491425
135	0.036846161
136	-0.14066124
137	-0.137132645
138	0.321228027
139	-0.10111618
140	-0.150356293
141	0.214874268
142	0.556177139
143	0.840393066
144	0.247894287
145	-0.338539124
146	-1.283952713
147	-0.919372559
148	-0.707578659
149	-0.685232162
150	-1.02548027
151	-1.013587952
152	-0.400413513
153	0.753116608
154	0.852115631
155	0.295850754
156	0.252733231
157	-0.141807556
158	-0.140024185
159	0.097543716
160	0.710554123
161	0.149246216
162	0.257068634
163	-0.410097122
164	-0.706611633
165	-0.948064804
166	-0.972545624
167	-0.302288055
168	-0.765800476
169	-0.946216583
170	-1.55298996
171	-0.466173172
172	-1.250909805
173	-1.084287643
174	-0.138067245
175	-0.639627457
176	-1.279659271
177	-0.892658234
178	-1.229896545
179	-0.981386185
180	0.011445999
181	0.166259766
182	-0.534440994
183	-0.368997574
184	-0.364875793
185	-0.481004715
186	-0.368686676
187	-0.089796066
188	-1.004581451
189	-0.596376419
190	-0.448558807
191	-0.344488144
192	-0.19683075
193	-0.580356598
194	-0.970838547
195	-0.808109283
196	-0.749608994
197	-0.94924736
198	-0.922826767
199	-0.893953323
200	-0.783658981
201	-0.09472084
202	-0.012374878
203	-0.291193008
204	-0.267875671
205	-0.401842117
206	-0.756883621
207	-0.707881927
208	-0.951292038
209	-0.224411011
210	-0.152879715
211	0.283260345
212	-0.485160828
213	-0.442180634
214	0.118494034
215	0.801330566
216	0.229101181
217	-0.855209351
218	-1.169691086
219	-1.166574478
220	-0.831510544
221	-1.063358307
222	-0.955846786
223	-1.130458832
224	-1.310913086
225	-1.082857132
226	-0.863779068
227	-0.121053696
228	-0.571088791
229	-0.412658691
230	0.4986763
231	-0.052814484
232	-0.144266129
233	0.584833145
234	-0.228727341
235	-0.384708405
236	-0.826309204
237	-0.529575348
238	-0.042972565
239	-0.066936493
240	-0.421726227
241	-0.102088928
242	-0.408559799
243	-0.151632309
244	-0.31968689
245	0.095355988
246	0.287733078
247	-0.118108749
248	-0.542463303
249	-0.846389771
250	-0.258541107
251	-0.753955841
252	-0.842227936
253	-0.467575073
254	-0.038089752
255	0.894521713
256	-0.05216217
257	-0.084697723
258	-0.998311996
259	-1.160741806
260	-0.045576096
261	-0.281551361
262	1.121404648
263	-0.298168182
264	-0.356590271
265	-0.500753403
266	-0.480075836
267	-0.127243042
268	-0.160898209
269	-0.060920715
270	-0.563976288
271	0.529138565
272	0.221345901
273	-0.033355713
274	0.009866714
275	0.685255051
276	0.054805756
277	0.01999855
278	-0.100923538
279	0.673231125
280	1.314626694
281	0.557342529
282	0.697244644
283	0.338615417
284	-0.189981461
285	-0.510885239
286	-0.75872612
287	-0.403282166
